Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index
6,96,No,5,6,74.9
5,95,No,6,7,77.9
7,90,No,5,7,72.7
3,98,No,7,7,70.0
3,88,No,5,0,59.4
2,73,No,6,6,50.9
3,50,Yes,4,1,38.2
1,70,Yes,4,9,64.7
5,57,No,5,3,53.6
5,62,No,9,4,55.2
7,99,Yes,6,0,79.1
4,61,No,8,3,62.3
3,82,No,4,3,55.2
1,57,No,7,8,50.0
8,79,No,6,8,75.9
3,86,No,6,9,69.5
2,80,Yes,4,0,41.8
4,86,No,8,7,74.4
3,78,No,7,3,62.3
1,59,No,8,3,40.2
3,52,Yes,7,4,56.2
2,84,Yes,4,1,42.8
8,40,No,6,0,51.8
6,91,No,7,4,65.9
9,43,No,6,6,70.6
8,63,No,5,9,84.3
3,75,Yes,5,8,64.8
5,75,Yes,4,1,59.3
7,84,No,4,7,75.6
5,41,No,9,6,61.2
8,67,Yes,4,1,69.9
5,65,Yes,5,4,61.9
1,62,No,7,6,48.1
5,54,No,8,2,56.5
4,75,No,4,1,61.1
6,66,Yes,8,5,74.0
3,45,Yes,8,9,55.1
5,74,Yes,5,5,77.1
2,78,Yes,9,3,56.6
6,77,No,7,0,58.4
6,74,Yes,5,4,74.1
5,75,Yes,4,0,54.4
6,49,Yes,5,7,67.6
7,69,No,5,1,63.7
5,92,Yes,5,8,83.0
1,80,Yes,4,8,67.7
8,77,Yes,4,2,70.5
4,68,No,5,5,58.9
9,91,Yes,5,8,89.8
6,98,No,8,6,87.9
1,82,No,7,3,53.8
3,78,Yes,8,2,67.0
3,89,No,9,1,63.4
4,43,Yes,7,9,71.4
6,44,No,9,9,69.5
7,43,No,7,0,53.4
4,75,Yes,5,9,72.8
6,98,Yes,8,0,71.7
1,84,No,7,3,43.8
8,55,No,9,3,70.6
7,64,No,7,8,68.6
9,53,No,4,9,79.0
3,50,Yes,7,0,49.8
2,68,No,5,3,47.4
1,73,No,6,2,47.6
3,61,Yes,4,8,62.0
5,53,No,6,4,60.5
2,95,Yes,5,8,71.0
3,63,Yes,6,9,59.7
4,98,Yes,7,5,67.9
7,78,No,6,8,79.0
3,65,Yes,8,0,43.4
9,82,Yes,5,3,81.0
8,75,Yes,8,3,80.3
4,78,No,6,9,69.6
1,55,No,8,9,59.2
1,97,No,4,5,59.1
1,77,No,6,9,58.0
1,98,Yes,9,0,56.9
8,71,Yes,8,9,96.1
3,45,Yes,7,4,41.5
6,73,No,6,2,62.0
3,95,Yes,9,0,66.0
5,47,No,4,5,49.3
7,69,No,7,2,63.0
2,66,No,6,3,53.9
6,46,Yes,7,8,79.1
6,66,Yes,6,1,59.7
3,64,No,6,0,45.2
6,95,Yes,5,9,90.4
5,85,No,8,5,68.4
2,80,Yes,6,0,51.4
9,54,No,4,0,66.8
8,64,No,9,6,91.0
3,61,No,8,1,42.7
8,57,Yes,5,3,62.8
9,51,Yes,8,3,70.7
3,62,Yes,8,1,50.4
3,90,Yes,6,5,73.9
2,84,Yes,4,9,67.8
8,78,No,6,1,75.2
1,64,Yes,4,7,53.3
8,49,No,4,3,59.0
7,69,Yes,7,0,67.8
7,49,Yes,6,6,56.7
3,73,Yes,5,5,58.6
1,85,No,9,5,59.5
4,52,Yes,8,2,46.8
9,93,No,7,9,100.0
5,68,Yes,5,6,66.0
1,77,No,9,5,59.6
5,80,No,9,9,85.3
8,84,No,6,9,84.4
8,48,No,4,8,70.6
5,52,Yes,6,2,46.1
9,76,Yes,9,2,85.1
1,53,No,6,3,36.9
4,76,Yes,7,2,60.5
3,48,No,5,3,48.8
2,47,Yes,9,5,61.4
8,78,Yes,7,0,69.1
7,79,Yes,5,1,64.3
9,93,No,7,9,100.0
2,42,Yes,8,5,52.0
4,94,No,4,5,61.7
6,95,Yes,4,0,67.9
3,86,No,4,5,60.8
8,79,Yes,8,8,90.4
3,72,No,9,7,70.1
2,71,No,9,9,74.5
3,46,No,8,4,47.7
6,58,Yes,4,3,68.2
2,73,No,4,5,51.6
8,53,Yes,5,4,75.9
1,89,No,5,5,58.7
7,86,No,6,9,91.3
2,85,No,7,2,60.2
6,95,Yes,5,6,77.4
2,96,Yes,5,7,71.7
2,58,Yes,5,4,44.1
8,90,Yes,5,4,82.0
2,93,Yes,8,3,59.5
7,98,Yes,6,9,92.7
3,65,Yes,5,4,55.3
8,56,No,9,9,77.6
7,93,No,7,7,86.2
8,67,Yes,5,4,77.3
7,58,Yes,8,8,73.8
6,66,Yes,9,0,68.3
7,87,Yes,4,6,84.9
5,91,Yes,4,4,66.1
7,96,No,6,3,64.8
1,58,Yes,4,2,45.2
1,72,Yes,5,9,59.6
9,90,Yes,8,6,94.5
5,46,No,6,1,57.0
5,68,No,9,4,68.3
3,94,No,5,1,59.9
5,82,No,4,6,68.3
3,44,Yes,7,5,50.6
9,69,No,5,9,84.3
9,88,No,7,6,88.5
6,82,No,9,8,74.9
1,95,No,7,1,49.0
7,97,No,9,8,92.5
7,47,Yes,6,6,77.5
4,81,No,8,1,53.5
8,51,No,4,9,69.8
6,81,No,4,1,58.8
4,52,Yes,5,3,54.8
4,65,Yes,4,1,51.5
2,57,Yes,6,0,38.6
2,81,Yes,4,5,64.2
4,90,Yes,5,9,73.5
5,91,Yes,4,4,68.4
8,88,Yes,8,2,76.6
6,59,Yes,9,0,66.1
4,55,No,7,8,62.3
7,76,No,7,7,75.8
8,42,Yes,9,5,73.5
2,66,No,7,5,61.8
7,54,Yes,8,3,55.8
2,97,No,6,1,59.9
2,73,No,5,3,58.4
8,84,Yes,8,1,86.4
2,61,No,5,6,49.7
9,79,Yes,6,8,91.6
1,62,Yes,8,1,46.3
9,98,No,4,8,91.4
1,88,Yes,6,8,71.3
2,43,No,7,7,40.7
6,90,No,8,0,71.9
6,93,Yes,6,4,77.8
1,96,Yes,6,9,77.0
7,80,Yes,8,3,83.0
8,62,Yes,7,6,78.9
2,86,Yes,9,7,68.8
8,99,No,7,9,100.0
9,48,Yes,6,7,70.3
6,63,No,5,1,50.4
5,60,Yes,9,2,61.6
9,80,No,9,9,92.4
9,85,No,6,9,91.4
1,94,No,8,6,63.6
3,92,No,8,3,65.2
9,55,No,8,5,82.9
2,95,Yes,7,7,66.7
4,94,No,4,7,69.3
4,64,Yes,8,6,70.7
2,65,No,8,1,47.2
3,88,Yes,9,1,59.3
3,84,No,5,2,55.2
1,48,No,5,3,28.7
6,54,Yes,6,0,59.8
8,78,Yes,6,4,79.8
3,72,No,6,6,71.3
5,40,No,8,9,57.9
1,44,Yes,5,4,36.3
7,95,No,6,6,84.4
1,48,No,5,4,44.8
9,83,Yes,8,9,95.3
8,45,No,9,7,70.0
7,67,No,8,6,75.7
7,84,Yes,6,0,66.7
5,65,No,8,0,57.9
5,67,Yes,8,4,67.7
5,79,Yes,5,1,65.1
1,54,No,4,8,51.6
8,45,No,7,1,60.3
1,66,Yes,6,8,63.7
4,77,Yes,4,9,70.1
9,43,No,9,1,57.0
9,50,Yes,6,3,64.1
5,60,No,4,2,51.1
4,69,Yes,8,5,68.7
3,57,Yes,6,3,54.2
3,74,Yes,4,8,61.9
5,42,No,7,8,65.1
1,51,Yes,8,9,45.3
5,66,Yes,6,8,69.2
6,92,Yes,9,2,80.8
7,69,Yes,9,2,77.2
9,60,No,6,3,74.3
3,77,Yes,4,8,71.0
2,60,No,6,5,50.9
3,99,Yes,8,8,80.5
9,77,Yes,5,7,77.4
7,79,No,9,6,80.4
9,54,No,4,4,61.4
2,57,Yes,7,8,62.4
5,91,Yes,6,3,65.1
4,68,Yes,8,3,61.4
2,87,No,6,7,58.8
9,77,Yes,7,3,81.7
9,99,No,8,6,94.4
6,60,Yes,7,3,55.7
6,56,No,8,0,57.1
8,80,No,5,9,84.1
6,90,No,9,8,86.6
1,57,Yes,8,3,45.2
4,96,Yes,7,2,66.3
7,94,No,4,2,75.9
2,76,No,9,8,72.1
9,99,No,5,7,97.4
8,77,Yes,6,9,82.0
8,51,Yes,5,6,77.8
7,50,Yes,5,6,69.8
4,87,No,6,3,70.0
2,91,Yes,8,2,68.6
3,88,Yes,5,3,63.9
6,59,Yes,9,5,67.1
5,48,No,5,3,46.4
8,40,Yes,4,3,55.6
6,97,Yes,9,1,77.4
6,42,Yes,4,6,53.9
1,60,Yes,9,5,45.4
4,62,Yes,7,1,45.9
5,48,No,6,4,53.5
3,93,No,9,5,69.9
9,58,No,9,4,78.7
1,84,No,8,3,54.2
6,94,Yes,8,8,95.4
6,85,Yes,7,2,69.6
5,91,No,8,1,69.6
5,58,No,8,8,71.5
5,62,No,4,7,62.6
6,66,Yes,8,8,83.5
8,66,Yes,8,9,90.0
2,78,Yes,7,2,59.7
6,75,No,7,0,58.3
1,51,No,5,0,30.3
4,94,No,8,2,56.7
3,66,Yes,8,3,57.6
9,85,Yes,9,1,77.1
3,73,No,8,7,77.4
6,72,No,4,2,61.3
1,67,Yes,9,3,50.8
6,70,Yes,8,5,77.8
4,71,No,4,9,59.4
8,89,No,5,5,78.6
9,59,Yes,9,1,71.9
4,79,No,6,5,67.8
6,74,No,8,3,63.7
1,70,Yes,9,4,52.5
4,97,No,7,6,75.9
7,70,Yes,9,6,84.2
1,77,No,7,5,55.9
8,61,Yes,8,9,80.9
6,84,No,4,5,71.1
5,80,No,7,5,66.6
9,48,No,9,3,65.5
2,91,Yes,9,2,65.9
5,48,No,7,0,49.9
6,54,No,5,2,54.0
7,52,Yes,5,2,62.4
5,61,No,5,8,69.2
9,55,Yes,7,2,58.8
1,71,Yes,7,7,61.5
7,41,Yes,9,7,79.1
7,65,No,8,2,65.1
4,53,Yes,8,9,75.9
9,98,No,4,9,96.3
5,77,Yes,7,5,72.2
4,73,No,8,7,70.5
7,47,Yes,8,7,64.7
4,75,Yes,5,9,80.9
3,60,No,5,9,57.5
9,95,Yes,5,8,90.0
8,85,No,6,8,84.3
1,82,Yes,8,7,65.4
7,95,No,5,6,87.6
9,67,Yes,5,9,86.4
8,85,Yes,7,2,77.9
8,83,No,9,6,85.2
6,87,Yes,5,3,65.5
4,45,No,7,1,41.9
8,59,No,4,7,68.6
3,70,Yes,5,1,52.3
9,72,Yes,9,0,68.2
2,83,Yes,7,4,59.5
2,46,No,9,9,63.4
7,47,No,5,8,68.9
4,48,Yes,4,4,54.9
8,41,No,5,1,51.9
9,56,Yes,7,9,93.7
7,91,Yes,4,3,79.9
5,84,Yes,4,7,74.4
8,76,No,4,6,79.6
4,81,No,6,4,57.2
2,83,Yes,7,3,53.4
6,56,No,6,4,64.4
9,92,Yes,9,6,100.0
1,77,Yes,4,4,46.7
7,74,No,6,7,81.4
9,99,Yes,5,6,96.3
9,86,Yes,6,6,85.9
3,78,Yes,8,8,67.7
5,69,Yes,9,7,72.0
8,45,Yes,4,7,66.6
8,43,No,4,5,59.2
4,90,No,9,6,67.5
1,76,Yes,9,7,62.0
1,74,No,7,4,53.2
4,97,Yes,5,9,84.6
6,96,Yes,9,1,74.9
8,48,Yes,9,6,83.2
6,45,Yes,7,9,70.6
9,52,No,9,2,82.5
9,98,No,6,9,94.0
2,61,Yes,8,7,62.2
1,67,No,8,5,51.9
2,69,Yes,8,3,52.3
5,91,No,9,1,73.7
4,75,Yes,8,6,74.8
4,41,Yes,5,0,39.6
9,97,Yes,6,6,95.9
8,75,No,8,9,89.3
6,47,No,4,9,62.5
1,84,Yes,9,6,61.8
2,81,No,6,9,66.4
6,89,No,5,2,67.1
2,48,No,8,3,38.9
5,40,No,5,3,50.3
5,52,No,9,3,58.0
6,89,No,8,8,83.9
6,54,No,4,5,51.1
6,71,No,6,9,78.0
2,73,No,4,8,50.8
3,82,No,8,3,62.0
6,70,No,7,6,75.8
8,53,No,6,9,84.5
1,93,No,5,8,64.5
1,86,Yes,8,9,79.7
2,53,Yes,4,2,44.9
6,87,No,9,2,75.7
9,94,No,7,5,95.2
4,68,No,9,7,75.4
3,86,Yes,8,0,64.0
8,58,Yes,5,3,67.0
9,66,No,4,7,75.2
5,48,No,6,5,49.2
9,76,No,7,1,75.2
2,76,No,8,7,69.3
3,82,No,8,0,50.5
7,67,Yes,8,0,60.9
7,91,No,8,6,93.9
6,96,Yes,4,9,85.1
6,63,No,6,2,50.6
2,67,No,5,7,48.0
6,75,Yes,7,8,82.7
4,91,Yes,8,7,77.0
3,57,No,9,0,49.2
2,64,Yes,8,0,46.5
1,74,No,6,5,53.2
5,43,Yes,6,0,55.5
2,53,Yes,4,7,50.3
2,78,No,4,5,60.1
7,65,No,9,4,72.6
8,47,Yes,9,5,67.5
8,63,No,4,3,75.1
4,55,Yes,7,0,60.1
1,59,Yes,9,6,54.8
7,54,No,4,9,70.9
1,46,Yes,8,8,59.1
4,97,No,4,3,63.9
8,56,No,7,3,71.7
2,61,Yes,4,8,52.3
6,61,No,4,3,66.6
6,93,Yes,8,9,93.0
9,51,Yes,9,3,78.2
5,57,No,8,7,73.1
4,95,No,8,3,74.1
5,85,Yes,4,8,76.2
5,86,No,8,7,86.5
8,54,Yes,6,4,73.8
8,76,Yes,5,8,84.1
2,55,Yes,5,7,46.0
7,44,Yes,8,9,75.0
8,41,Yes,9,3,64.3
6,91,No,7,3,74.0
5,67,Yes,8,0,56.1
9,96,Yes,9,3,94.3
3,80,Yes,8,7,69.3
4,93,Yes,4,4,75.3
9,66,Yes,9,5,87.5
6,70,Yes,7,3,66.2
8,80,No,8,4,80.0
7,75,No,6,9,84.0
2,86,Yes,9,7,64.4
3,82,Yes,5,8,72.1
1,40,Yes,9,2,31.5
9,89,No,6,9,100.0
7,68,Yes,6,3,67.8
1,40,Yes,6,0,36.7
3,47,Yes,7,4,45.1
4,96,Yes,7,3,74.8
4,55,Yes,9,5,56.6
5,97,Yes,7,5,78.3
3,67,No,5,9,67.6
3,61,Yes,4,5,57.0
1,57,Yes,9,2,49.6
7,61,Yes,8,6,74.1
1,80,Yes,8,2,49.3
2,51,Yes,9,5,57.8
4,58,Yes,4,9,59.6
4,64,Yes,8,0,51.5
5,89,Yes,9,7,90.7
2,98,Yes,9,6,77.6
4,44,No,6,8,49.8
1,98,No,5,2,54.1
2,73,No,8,7,61.4
1,78,Yes,5,1,45.3
4,98,No,9,8,81.0
4,49,No,4,0,46.1
7,86,No,9,9,100.0
9,96,No,8,6,93.7
9,46,Yes,5,9,79.2
5,99,No,6,0,59.3
1,76,No,6,5,61.4
1,86,Yes,9,0,51.1
6,91,No,4,3,67.3
2,99,Yes,7,6,76.1
8,91,No,8,1,79.8
9,54,No,9,2,73.3
4,81,No,6,3,64.8
5,63,Yes,6,5,64.7
8,65,No,4,8,80.4
3,65,No,6,3,43.0
5,85,Yes,8,5,84.7
3,65,No,4,6,53.6
3,97,No,5,3,67.2
3,49,No,4,5,48.6
7,56,No,8,2,52.9
7,92,No,8,4,82.4
7,53,Yes,5,9,63.6
8,41,Yes,9,3,69.4
5,87,Yes,4,6,74.4
5,52,No,8,5,53.9
4,66,No,8,6,65.3
7,48,No,5,5,58.8
4,46,No,7,1,44.1
2,87,No,4,6,46.9
4,49,Yes,8,7,56.4
8,95,Yes,6,6,86.1
9,93,Yes,5,3,79.5
3,48,No,7,3,43.6
7,61,Yes,7,4,67.0
9,62,Yes,5,8,84.3
4,46,Yes,7,4,40.2
3,87,Yes,8,1,72.3
5,48,No,7,4,52.1
1,66,No,4,2,38.4
3,63,Yes,6,9,68.7
8,68,Yes,8,7,92.9
8,56,Yes,5,9,76.0
4,59,Yes,6,9,71.0
2,46,Yes,9,1,40.5
8,82,Yes,8,3,86.5
8,79,Yes,6,4,83.1
4,46,Yes,7,3,46.6
3,67,Yes,9,4,64.7
2,58,No,5,9,48.6
9,59,Yes,5,3,67.9
1,83,No,4,2,40.0
7,78,No,7,0,66.2
5,79,Yes,4,3,69.1
8,46,Yes,4,8,65.2
4,45,No,7,0,44.5
7,64,No,8,6,72.9
5,80,Yes,9,2,64.9
5,98,No,4,7,74.6
9,52,Yes,6,5,77.2
9,78,Yes,9,0,83.9
9,79,No,8,9,94.6
6,61,Yes,7,4,66.7
6,88,No,5,7,77.8
5,56,Yes,8,2,55.2
9,87,Yes,4,3,81.8
8,61,No,6,6,66.0
7,73,No,9,5,76.6
7,47,Yes,7,6,77.3
6,88,Yes,5,8,80.5
5,84,No,9,8,86.2
4,57,Yes,6,1,54.2
3,63,No,5,2,54.4
3,99,No,7,3,51.0
6,93,No,9,5,82.6
4,99,Yes,8,4,79.5
6,81,No,4,5,73.4
3,41,Yes,7,7,60.4
4,41,No,6,1,44.9
9,66,Yes,8,5,84.1
5,53,Yes,9,8,66.4
7,87,No,5,4,65.3
2,78,No,8,0,56.9
5,92,No,8,7,77.3
9,92,Yes,6,3,84.5
3,95,Yes,4,7,76.0
9,51,Yes,8,3,72.8
6,71,No,8,7,69.6
4,67,No,4,8,54.3
7,94,No,4,4,74.3
8,67,No,5,4,70.8
6,85,No,9,1,74.5
5,64,Yes,5,8,69.0
6,43,No,4,3,50.3
5,65,Yes,7,2,54.4
8,75,No,4,1,71.2
1,89,No,5,2,65.7
7,42,No,6,3,62.8
2,40,No,6,8,54.1
9,56,No,9,5,79.1
1,46,Yes,8,9,49.7
6,87,No,6,4,68.5
9,44,Yes,5,8,78.9
1,58,Yes,6,7,57.2
4,78,Yes,7,5,64.0
4,85,Yes,4,2,63.3
9,73,No,4,6,79.3
5,74,No,5,9,75.1
5,88,No,8,5,76.5
6,55,No,4,7,65.0
1,79,No,6,5,44.4
1,89,Yes,7,9,79.7
9,86,No,8,3,91.0
3,78,No,8,9,71.6
4,66,Yes,8,6,61.5
1,80,No,4,6,56.3
9,77,No,9,7,82.5
8,89,Yes,8,1,89.0
2,89,No,5,5,59.3
8,64,Yes,6,2,66.6
7,65,Yes,9,7,83.9
6,95,No,7,3,73.2
1,53,Yes,6,3,41.3
7,53,No,5,1,51.2
7,53,No,5,5,66.3
9,64,No,9,5,82.1
1,75,Yes,6,0,50.8
2,43,Yes,4,7,39.1
9,86,Yes,5,2,74.3
9,54,Yes,8,0,65.5
6,71,Yes,7,9,86.5
6,57,Yes,7,0,50.2
4,53,Yes,5,0,41.5
4,97,Yes,8,4,82.9
5,40,Yes,6,4,56.1
3,81,Yes,7,0,61.8
1,59,Yes,8,4,49.6
1,49,No,8,6,55.9
7,49,Yes,4,4,53.8
1,98,No,5,8,65.1
1,63,No,8,3,45.2
3,73,No,6,8,63.3
4,67,No,7,7,59.0
4,66,Yes,4,0,52.2
2,79,No,6,3,47.5
1,40,No,7,6,35.3
3,72,No,5,0,33.8
4,43,Yes,6,7,53.5
3,46,No,7,1,42.1
8,48,No,4,7,68.6
1,55,Yes,7,3,43.9
2,44,Yes,8,7,50.3
7,73,Yes,4,0,60.7
4,99,Yes,6,4,70.2
8,62,Yes,9,8,95.6
3,82,Yes,5,6,59.7
6,89,Yes,4,2,65.7
9,64,Yes,4,3,72.1
1,96,Yes,4,9,63.4
1,90,No,7,6,62.2
8,52,Yes,8,5,65.6
3,63,No,9,3,55.8
5,50,No,5,2,46.8
1,91,Yes,5,1,48.7
5,90,Yes,8,9,85.0
6,56,Yes,7,8,70.2
8,76,Yes,7,2,73.9
3,52,No,8,6,59.1
3,66,No,8,0,57.9
9,59,Yes,6,7,67.6
4,72,No,7,0,52.1
4,81,Yes,4,1,51.0
7,71,No,5,0,58.7
2,47,No,7,3,44.3
8,95,Yes,8,1,94.9
6,68,Yes,4,0,55.6
3,79,No,6,0,51.7
9,58,Yes,9,1,68.6
5,45,No,6,5,49.7
8,83,Yes,4,1,67.1
7,99,Yes,4,1,71.5
8,78,Yes,8,7,85.8
7,87,Yes,9,4,90.9
3,80,Yes,8,7,69.8
2,60,Yes,5,7,58.3
7,96,Yes,9,1,82.9
3,61,No,9,6,65.2
3,81,Yes,5,8,59.9
2,49,No,6,7,51.3
4,49,Yes,4,8,59.7
8,91,No,6,7,86.9
1,68,Yes,8,3,57.1
1,55,Yes,7,9,56.4
5,40,No,8,6,61.9
5,56,Yes,7,8,70.3
1,69,Yes,4,8,57.3
6,65,Yes,4,3,63.6
1,92,Yes,9,6,67.8
5,85,Yes,4,5,78.3
9,58,No,5,2,71.6
5,92,Yes,5,9,82.5
6,60,No,7,5,66.4
8,56,No,6,7,75.8
1,85,No,9,1,57.1
2,79,No,6,2,59.7
9,60,No,7,7,84.5
3,92,No,5,3,59.9
6,80,No,8,3,66.9
5,79,No,9,1,69.6
2,84,Yes,7,9,73.5
7,88,No,6,0,63.8
4,58,Yes,7,6,67.0
1,99,No,7,3,67.2
4,46,No,4,5,48.4
6,56,Yes,5,7,75.7
7,40,No,9,6,69.8
7,76,Yes,4,6,70.1
7,96,No,5,5,82.5
3,45,Yes,7,3,39.1
6,65,Yes,5,3,65.3
8,41,No,6,8,64.3
4,98,No,9,4,75.7
8,71,No,4,8,81.8
2,96,No,9,8,72.0
9,87,Yes,7,3,94.3
9,93,Yes,6,1,78.1
8,44,Yes,5,1,47.4
1,76,Yes,5,8,60.3
2,70,Yes,6,8,69.8
6,51,Yes,5,2,55.8
5,74,Yes,4,4,61.1
9,69,No,8,4,70.9
5,87,No,5,1,58.9
2,45,No,7,1,31.8
4,54,No,5,9,62.3
9,54,No,9,0,68.2
1,55,No,7,1,33.3
1,59,No,5,6,45.0
7,52,No,5,0,60.0
3,83,Yes,7,0,55.1
2,81,No,4,8,59.1
9,85,No,8,1,80.4
3,70,No,8,3,49.5
2,73,Yes,4,2,53.9
8,68,No,5,3,66.6
6,42,Yes,8,6,59.0
6,48,Yes,4,9,69.9
7,50,No,4,1,50.1
7,50,Yes,8,1,57.1
6,64,No,7,8,73.5
4,61,No,6,5,62.7
9,81,No,7,6,84.3
6,97,Yes,5,4,73.5
4,85,No,7,4,55.3
3,48,No,9,3,41.9
4,59,No,6,7,58.2
3,98,Yes,6,6,67.2
2,60,Yes,4,9,54.5
5,49,Yes,9,1,65.2
2,61,Yes,5,1,50.1
6,68,No,4,5,60.1
3,48,No,7,0,40.9
6,44,Yes,7,6,58.7
9,79,No,8,7,96.9
1,50,Yes,4,9,50.9
6,40,No,9,7,69.8
9,92,No,4,2,74.4
4,81,Yes,4,6,75.4
2,40,Yes,4,0,29.8
4,97,No,6,2,57.0
1,93,Yes,8,5,64.8
3,78,No,5,8,61.8
9,99,No,5,4,91.6
5,85,No,5,4,63.9
6,44,No,6,8,66.3
3,88,Yes,8,8,73.3
5,61,No,9,5,61.2
8,65,No,8,4,74.0
6,92,No,6,9,87.5
4,45,Yes,9,1,42.7
2,71,No,4,7,60.0
9,87,Yes,7,7,98.5
1,50,Yes,4,6,43.0
1,49,Yes,5,7,46.6
4,86,Yes,4,2,48.2
7,78,Yes,6,2,80.7
1,94,Yes,5,1,52.0
9,73,Yes,7,0,79.6
4,70,No,9,2,56.5
3,51,No,9,2,48.4
1,90,Yes,5,6,64.6
4,83,Yes,4,9,71.9
9,55,Yes,8,8,76.7
6,77,No,8,0,63.2
6,42,Yes,9,7,61.2
1,41,No,8,0,27.6
2,91,No,5,2,51.7
6,44,Yes,8,3,60.0
2,50,No,6,7,46.8
3,97,Yes,9,0,59.7
4,64,Yes,7,1,56.0
5,74,Yes,8,4,73.4
9,74,No,6,5,73.2
4,61,Yes,6,4,58.5
9,76,No,5,2,77.2
3,61,Yes,9,9,69.9
8,94,Yes,5,6,82.0
1,50,Yes,7,0,38.2
9,71,Yes,7,1,75.4
9,74,Yes,4,8,86.9
2,70,No,7,3,51.7
4,84,Yes,9,7,68.0
8,92,Yes,9,8,96.4
7,47,Yes,5,6,70.6
1,59,No,6,0,43.3
5,81,Yes,4,4,71.9
7,73,Yes,7,5,77.3
4,43,Yes,6,7,60.7
1,57,Yes,5,9,57.5
9,90,No,8,7,92.3
5,43,Yes,4,8,65.4
2,59,No,9,8,56.9
8,97,No,6,3,81.3
2,48,No,5,5,48.2
3,55,No,5,2,39.4
1,65,Yes,4,0,31.8
2,77,Yes,4,5,51.9
7,64,No,7,0,62.8
2,43,No,7,8,61.9
6,80,No,9,5,82.5
3,98,Yes,9,0,70.1
4,84,No,4,2,65.4
8,80,No,4,0,67.4
3,77,No,6,1,49.2
6,92,No,7,5,78.0
1,58,No,5,6,44.9
7,53,Yes,7,0,54.4
8,60,No,7,9,79.5
8,54,Yes,4,4,58.8
3,42,Yes,4,5,44.7
1,76,Yes,7,3,52.9
9,92,Yes,8,5,92.4
6,89,Yes,8,4,88.0
9,85,No,9,6,92.0
7,55,Yes,7,3,74.8
1,53,Yes,8,0,32.8
1,48,No,9,1,42.6
6,86,Yes,9,5,83.0
5,46,No,7,9,63.9
9,53,No,9,1,61.6
2,45,No,4,4,40.7
8,60,No,4,3,75.4
5,54,No,4,6,59.3
2,91,Yes,5,3,59.7
6,47,No,4,6,58.5
8,73,No,4,7,80.1
4,79,Yes,7,6,78.9
2,40,Yes,8,1,38.2
5,71,Yes,8,0,61.8
2,97,Yes,4,4,62.8
2,88,No,4,6,57.9
6,90,Yes,4,0,67.0
9,44,No,9,7,84.3
4,69,Yes,7,2,55.8
6,61,Yes,7,6,72.7
7,59,Yes,7,2,67.6
6,55,Yes,8,3,64.0
8,46,Yes,5,7,73.1
4,46,No,8,1,48.3
1,89,No,7,5,55.0
7,89,No,6,9,86.8
3,41,Yes,5,8,53.3
6,86,No,4,9,74.2
2,53,Yes,9,8,61.0
9,70,Yes,8,4,82.4
1,89,No,9,2,66.7
6,80,No,5,5,66.4
6,53,Yes,6,8,75.2
5,44,Yes,5,5,58.0
5,50,No,8,3,60.7
1,79,Yes,7,4,52.6
5,44,No,4,6,43.7
2,68,No,7,9,62.2
7,50,Yes,7,2,65.9
3,44,Yes,8,8,57.5
4,88,Yes,7,0,62.0
3,93,Yes,7,7,85.1
3,71,No,8,4,55.3
4,75,Yes,8,9,81.6
5,54,No,6,8,59.2
1,58,No,7,1,45.0
4,61,Yes,5,0,48.6
8,73,No,4,9,83.6
7,95,Yes,9,6,87.8
9,56,Yes,4,9,81.4
5,51,No,8,8,66.7
4,64,No,9,4,54.0
8,95,No,8,3,81.5
9,56,Yes,6,3,73.2
7,49,Yes,7,7,67.8
7,67,No,8,0,64.2
5,96,Yes,8,0,70.0
4,57,Yes,4,7,62.8
1,90,No,7,1,51.2
7,57,Yes,6,9,89.2
1,84,No,8,5,49.3
1,71,No,8,1,41.9
5,53,No,8,4,62.1
9,95,Yes,4,2,83.4
6,55,No,8,6,69.2
3,89,No,8,8,58.1
3,97,No,4,1,56.4
7,57,No,8,6,71.3
6,55,Yes,7,7,73.5
9,56,No,7,9,84.2
6,46,Yes,4,7,62.5
5,51,No,7,6,59.9
7,73,Yes,9,3,69.9
1,49,Yes,9,3,47.3
7,44,Yes,9,9,76.0
3,60,Yes,6,8,60.3
9,42,No,8,9,78.2
6,58,No,6,8,67.4
9,84,Yes,7,4,79.4
5,83,Yes,4,6,75.0
7,74,Yes,9,6,92.0
4,45,No,4,8,55.4
7,53,Yes,6,6,71.2
1,43,Yes,7,7,55.7
7,84,No,8,6,91.6
8,90,No,7,3,79.6
5,57,No,9,1,52.2
2,68,No,7,2,50.9
5,74,No,4,6,65.9
6,91,No,5,8,85.7
2,77,Yes,9,1,56.3
6,55,Yes,8,6,70.4
6,59,No,9,3,59.3
1,63,Yes,9,6,62.3
1,74,No,8,4,49.9
3,83,Yes,9,6,66.2
3,90,No,4,5,49.2
4,58,No,7,1,49.2
2,95,Yes,4,6,62.4
9,43,Yes,7,4,69.0
7,72,No,5,8,74.4
7,41,No,9,0,52.6
6,52,No,5,0,45.2
3,97,No,6,1,56.6
6,84,No,7,7,74.4
8,69,No,4,8,76.6
8,73,Yes,4,6,72.5
9,69,Yes,9,0,81.9
1,90,Yes,4,6,60.5
1,93,Yes,6,7,59.0
3,63,Yes,8,6,63.8
